Chip ID,Technology Node,FSDOI Type,Gate Density,Substrate Type,Power Consumption,Thermal Dispersion Efficiency,Mechanical Stress Resistance,Temperature Range,Humidity Levels,Vibration Levels,External Load Stress,Thermal Stress,Mechanical Stress,Electrical Density,Electromigration Risk,Deformation,Thermal Test Result,Mechanical Stress Test Result,Failure Mode,Failure Rate (%),MTTF (hours),Reliability Score,Failure Rate Comparison,Statistical Significance
Chip012,5,Thin Layer,1363,Silicon-Germanium,2.25,82.57885693559768,118.18115971516599,-20°C to 85°C,50,Low,36,113.87935863147091,231.5054428402457,51.44855518866932,0.056447111839925505,0.24332116445133803,32.55199366002958,178.63191346730736,Mechanical Failure,4.092044272981336,2536,9.927621264730162,1.5x Reduced,p-value > 0.05
Chip013,14,Thin Layer,1936,Silicon,1.69,87.54944027054106,144.13371201260952,-20°C to 85°C,80,Low,45,111.00486070405485,199.80907535110057,56.07953958801795,0.09158623475001221,0.2833311243486468,26.10734841026728,132.99055157298568,Electromigration,6.554402050560821,2078,9.40461133564897,No Change,p-value > 0.05
Chip014,5,Thick Layer,1751,Silicon,2.66,84.70142087607772,137.64714678846502,-40°C to 125°C,80,High,38,110.63403921706131,156.71753999157102,50.76802980761575,0.06141870477276168,0.1820480413655725,45.21357218830801,135.06792670124813,Electromigration,4.981689428326026,2579,9.8787299329631,No Change,p-value > 0.05
Chip015,7,Thin Layer,1904,Silicon-Germanium,1.57,86.06961860769697,185.17370157364834,-20°C to 85°C,80,Low,47,125.75868412034063,190.52480880276886,53.23310350161083,0.06959008090959082,0.2382922343450014,25.22580009734761,178.46635798967012,Electromigration,8.486768019262797,2172,8.463562131779087,2x Reduced,p-value < 0.05
Chip016,14,Thick Layer,1498,Silicon-Germanium,2.43,75.64069145142614,56.81695705121868,-40°C to 125°C,80,Medium,42,148.77706578413782,199.74648939798905,54.757115338130504,0.05894010171976594,0.5083242711447544,48.82341654460931,132.49310758337393,Mechanical Failure,7.026423545205657,2955,7.329208596032511,2x Reduced,p-value > 0.05
Chip017,7,Thin Layer,912,Silicon,2.59,73.54879087559446,92.14447843883454,-20°C to 85°C,80,Medium,46,122.94944940085065,222.02025816322958,50.40336219757464,0.08780435922766137,0.5773189543554305,32.47722098440822,138.76490346678628,Electromigration,1.6293844513849072,2011,8.643878466921079,No Change,p-value < 0.05
Chip018,7,Thick Layer,801,Silicon,2.07,85.01229503281716,192.56172261148382,-20°C to 85°C,80,Medium,36,127.86526844450239,160.65787301286744,48.53634113309729,0.07605189270583315,0.11607570323048744,45.38735876057148,197.0677466256319,Thermal Failure,6.761514014453494,2799,8.363132003679883,1.5x Reduced,p-value > 0.05
Chip019,7,Thin Layer,1441,Silicon-Germanium,2.68,86.13669478534528,183.53956758363745,-20°C to 85°C,50,Low,42,143.0316008945367,164.0018538660449,57.53330755724899,0.056913428096237346,0.8171180450776248,38.862944546178355,140.42452197827456,Electromigration,3.4403269285016633,2127,9.533071248218848,2x Reduced,p-value < 0.05
Chip020,7,Thin Layer,1019,Silicon,1.56,89.81010284001347,118.34851291785694,-40°C to 125°C,80,Medium,13,126.75348594668293,176.36838026346163,48.35012168055784,0.08813447236463923,0.3647511760091301,42.06050895997258,172.93058802969173,Electromigration,6.335307924880804,2607,7.294247742352733,2x Reduced,p-value > 0.05
Chip021,14,Thick Layer,1654,Silicon-Germanium,1.57,78.25235353822853,143.0198896702305,-20°C to 85°C,80,High,31,109.22314357094281,176.64983933708822,49.238857011511755,0.032075697902980115,0.92065243146392,43.03171664200341,198.29050299204243,Electromigration,7.1211873799310625,2091,8.464723411065334,1.5x Reduced,p-value > 0.05
Chip022,14,Thick Layer,1184,Silicon,3.15,77.44036171585566,91.6071774471699,-20°C to 85°C,20,High,11,114.97979558832385,223.21845784590624,59.80682626683554,0.02416065937322734,0.9707601372524,35.145346456790534,149.94374137118342,Thermal Failure,3.0774627023861085,2652,7.450145994081953,2x Reduced,p-value < 0.05
Chip023,7,Thick Layer,1953,Silicon-Germanium,2.22,85.52825921483993,78.2181739585642,-40°C to 125°C,50,Low,19,115.49684631343055,175.07306605615977,40.00475047151769,0.02443600947970649,0.2669129872089889,36.29901570089865,121.40127926896498,Mechanical Failure,5.111727803923317,2542,7.97402778067018,1.5x Reduced,p-value < 0.05
Chip024,7,Thin Layer,1876,Silicon,1.75,76.81607080506036,119.55476074099732,-20°C to 85°C,50,High,14,119.8659057728799,213.30980633574475,43.70945819153445,0.040060799087071414,0.5158875616890946,35.41987603426175,139.53178323378995,Thermal Failure,2.71292376537161,2845,9.2120712321634,1.5x Reduced,p-value > 0.05
Chip025,14,Thick Layer,1529,Silicon-Germanium,2.54,88.61514651207129,103.00283420390792,-40°C to 125°C,50,High,19,121.33944526683747,199.42738501382715,47.679277798394516,0.03148210281709158,0.1011086516497833,37.64175134270238,186.47017530733643,Mechanical Failure,1.471049882078575,2531,8.4280543881063,1.5x Reduced,p-value > 0.05
Chip026,14,Thin Layer,1046,Silicon,3.04,87.16825503686024,137.5484167776308,-20°C to 85°C,80,Low,42,139.98910110371347,207.32943781794006,58.651798188505055,0.09370813154587648,0.6384945386101842,20.88183337269522,189.16870687640295,Mechanical Failure,4.406287811372822,2657,8.127664855437308,No Change,p-value > 0.05
Chip027,14,Thin Layer,1635,Silicon,1.93,78.57988054750037,61.66019554474772,-40°C to 125°C,80,Medium,47,117.46934995246664,233.81069631782958,41.40059411494942,0.01952506844457256,0.6465758034364041,31.86545509547046,181.4815491619033,Electromigration,4.266498446613928,2988,8.183428835710107,No Change,p-value > 0.05
Chip028,5,Thick Layer,1002,Silicon-Germanium,2.75,85.01742135582995,196.15922114992497,-40°C to 125°C,80,Medium,22,123.41159142206897,190.43815015490242,40.189708672569964,0.07290916642356289,0.32278596004303767,38.185661406835145,129.04878552612584,Mechanical Failure,9.959324416338314,2827,8.37834030521796,No Change,p-value > 0.05
Chip029,5,Thick Layer,922,Silicon,1.67,85.09085748169365,197.93161167194043,-20°C to 85°C,20,Medium,40,131.24879935255262,227.09113770642705,41.05367671954457,0.02702993858065053,0.6025714053248782,37.93170695767593,183.64082973571226,Thermal Failure,5.01717116077878,2446,9.355049631511172,1.5x Reduced,p-value < 0.05
Chip030,5,Thin Layer,1200,Silicon-Germanium,1.6,72.06247737671865,154.72425710296176,-40°C to 125°C,80,Low,45,118.88629737200847,192.20360595506872,41.77086821227236,0.08934734194933151,0.3029861281993619,43.788682838168945,193.49422375948035,Thermal Failure,4.002125945249803,2389,9.676254066820704,1.5x Reduced,p-value < 0.05
Chip031,7,Thin Layer,1566,Silicon,2.56,88.05105813359134,130.41445495161804,-40°C to 125°C,20,High,33,141.82824066461666,185.38713765612493,40.75193546412522,0.09651837593664167,0.24474292217037108,39.650280164963256,168.0487634036989,Mechanical Failure,6.224275060450072,2671,9.866004059511784,No Change,p-value > 0.05
Chip032,5,Thick Layer,1093,Silicon-Germanium,2.58,80.10504744895714,96.42914244294917,-40°C to 125°C,50,Medium,24,129.3726802117037,245.86271773132205,49.595626537130094,0.051892300789298525,0.6863675201220382,49.76399949022017,195.2700285070452,Electromigration,1.7989065469699161,2860,9.360710158765885,2x Reduced,p-value < 0.05
Chip033,7,Thick Layer,1079,Silicon,2.77,86.52914932215484,172.0692529560423,-40°C to 125°C,80,Medium,38,114.70223396104858,168.43709206789632,51.615144144546555,0.08911643322053185,0.3933329175568674,28.51563585825935,186.1471106969502,Electromigration,9.654991623593318,2042,7.946220687244038,1.5x Reduced,p-value < 0.05
Chip034,7,Thick Layer,1683,Silicon-Germanium,2.95,76.40099202061224,152.7096758830819,-40°C to 125°C,20,Low,17,135.7029599894914,159.03369605776078,45.43373942138008,0.010463065367924329,0.6312375449970602,30.774530889986945,173.35772135927257,Thermal Failure,6.714640410319298,2253,9.064404118259628,2x Reduced,p-value < 0.05
Chip035,5,Thin Layer,997,Silicon,3.45,87.91046456992402,74.3925409017337,-40°C to 125°C,20,Medium,14,126.38238650723929,227.09859255354786,47.96574767951271,0.08379522256672901,0.48992207407449007,31.51541455603389,166.17481893693986,Electromigration,7.79354037946763,2129,8.312809372166175,2x Reduced,p-value > 0.05
Chip036,7,Thin Layer,1781,Silicon-Germanium,2.53,77.78403357468326,186.63907767407636,-20°C to 85°C,80,Low,38,126.72279456286235,156.82497053540916,41.8339867022286,0.030576264537243117,0.9859162666626136,33.974384210607454,147.88589337935764,Mechanical Failure,2.534301443565258,2059,7.764011866138153,1.5x Reduced,p-value < 0.05
Chip037,5,Thin Layer,1551,Silicon,2.15,70.21675302960597,173.38058643847535,-40°C to 125°C,50,High,13,124.0543974193793,233.70789907030294,46.72740927656844,0.09178311783424312,0.2346225784008092,45.079941913436286,132.74299561942442,Mechanical Failure,4.685300677046835,2662,9.522614738277767,1.5x Reduced,p-value > 0.05
Chip038,5,Thin Layer,943,Silicon-Germanium,3.09,88.10763952838528,192.4699869937886,-40°C to 125°C,50,Low,21,124.85059744106245,193.71933963572434,50.45038383269046,0.010100810033209853,0.5181387369722291,27.073762818776295,168.39631381524327,Thermal Failure,4.804202020565706,2466,7.115279046886975,2x Reduced,p-value < 0.05
Chip039,14,Thin Layer,1408,Silicon-Germanium,2.04,71.82573353572268,158.857926258254,-20°C to 85°C,50,Low,11,138.26781405331204,241.55136772919138,54.645436143692905,0.060056356153578135,0.7124109637233927,43.28000621106288,145.44892428944956,Mechanical Failure,8.396257995109782,2286,9.70528597640627,2x Reduced,p-value > 0.05
Chip040,5,Thin Layer,1947,Silicon-Germanium,2.38,76.38627275180829,142.01227939036846,-20°C to 85°C,20,Low,36,105.14907396656578,222.15328611219056,40.066927240859584,0.07809722234064412,0.45599057549197186,32.1593054925723,189.31509340221163,Thermal Failure,1.011130117834685,2516,8.384432393874203,No Change,p-value < 0.05
Chip041,14,Thick Layer,986,Silicon,1.66,89.0012393410161,112.73645544359283,-20°C to 85°C,20,Low,40,116.71814056552411,211.04046670079578,49.346215330753054,0.03328194976281172,0.9772298666836209,38.05566150986026,199.46695498869028,Mechanical Failure,3.707677975179296,2466,8.911604430424841,No Change,p-value > 0.05
Chip042,5,Thin Layer,1263,Silicon-Germanium,1.55,89.01214293875113,189.909272503102,-20°C to 85°C,20,High,45,103.77516819019446,244.93067970577658,45.94005752909764,0.027381957812856378,0.7496988651342416,38.97621599678918,180.1942210092458,Thermal Failure,9.831127369098734,2929,8.978061766617348,1.5x Reduced,p-value > 0.05
Chip043,5,Thin Layer,1459,Silicon,3.43,81.46875776246573,179.90958342506124,-20°C to 85°C,20,High,45,137.66231103737255,189.66493730520543,57.05643643383803,0.01756884020211862,0.6912854718080438,31.18545911566803,127.23853562296406,Electromigration,5.273978891555967,2777,9.685353222119609,No Change,p-value < 0.05
Chip044,14,Thin Layer,1563,Silicon-Germanium,3.17,82.63674424339598,56.782800515928415,-20°C to 85°C,50,Medium,35,113.61509273601497,245.40869365396333,54.31106630468484,0.03937902188529637,0.781353340850101,35.37845615617415,143.09484764245104,Mechanical Failure,4.442736522196075,2344,8.910009046501623,No Change,p-value > 0.05
Chip045,14,Thick Layer,1754,Silicon,2.89,78.9689104395664,53.9550461745878,-20°C to 85°C,80,High,36,144.87152049094422,163.5001277421207,51.782170689417896,0.060385988107794664,0.9573837742348453,32.39093523943091,128.72877054126,Mechanical Failure,2.078461018158817,2641,8.841800754280186,No Change,p-value > 0.05
Chip046,5,Thin Layer,1202,Silicon-Germanium,2.32,75.86421543396129,106.46950503170744,-40°C to 125°C,20,High,14,126.32892333296469,198.37549419324128,45.545312913935476,0.02042594711022319,0.9170367876861761,22.073983585598583,172.04093182333725,Thermal Failure,9.76748165765214,2381,7.19995612168207,No Change,p-value > 0.05
Chip047,7,Thin Layer,946,Silicon,1.85,76.57329090739832,171.58299961727494,-40°C to 125°C,20,Medium,29,140.03748857430605,176.9911222392195,58.20678204115069,0.0439025825788119,0.7518567773137707,33.1149616645048,181.21526916446277,Thermal Failure,1.1802372033324202,2778,8.555224065835612,2x Reduced,p-value > 0.05
Chip048,14,Thick Layer,1971,Silicon,1.81,83.45036912154077,198.09141939724168,-20°C to 85°C,50,High,20,148.94657178079805,203.98427789081933,40.902013544406465,0.010816516418745247,0.7742454751911547,22.921801776606564,194.05398647045695,Mechanical Failure,7.634622025065188,2689,7.450507002451125,1.5x Reduced,p-value > 0.05
Chip049,7,Thin Layer,1663,Silicon-Germanium,2.0,85.0474905887536,72.56253366552923,-40°C to 125°C,80,Low,19,141.98944297282853,166.20138778915845,42.189351973582305,0.08368114784498576,0.2313298666316309,32.15062397240965,155.053787712959,Thermal Failure,7.917398243096576,2252,9.212301306164456,No Change,p-value > 0.05
Chip050,7,Thin Layer,1288,Silicon,2.6,85.83158087451697,139.11960730282027,-40°C to 125°C,80,Low,49,143.34968800057618,234.15296603100433,47.83260281080712,0.021560384628387226,0.19251316404339913,37.78755199495346,192.11005196707555,Mechanical Failure,3.1929104445747996,2926,8.536665762438023,2x Reduced,p-value > 0.05
Chip051,7,Thin Layer,1728,Silicon,2.93,85.79236285589107,107.13362849465324,-40°C to 125°C,50,Medium,47,120.39922476824223,234.64078493145573,42.48875114593713,0.035500865343902344,0.6138140516597479,37.38244698030502,190.23129272330618,Electromigration,7.044025992517335,2055,9.04068333762506,2x Reduced,p-value > 0.05
Chip052,14,Thin Layer,1350,Silicon-Germanium,2.82,71.8241220609738,195.48715967219047,-20°C to 85°C,50,Medium,15,127.58612976296699,245.5236312723479,59.1283139511885,0.011658494686439572,0.116530873246486,39.87863837024961,145.37565734123189,Thermal Failure,1.8363622994145095,2462,7.125018701807153,2x Reduced,p-value < 0.05
Chip053,7,Thin Layer,1137,Silicon,2.06,79.88840609405163,176.31783847035632,-20°C to 85°C,80,Medium,17,112.69442820216521,165.46721408832363,55.95978644286767,0.04890167055032611,0.5341207433964325,22.857845238638788,189.51205004324567,Mechanical Failure,3.313425397888719,2456,7.254376048137409,No Change,p-value < 0.05
Chip054,14,Thick Layer,1671,Silicon,3.41,71.15117520033289,175.74930570667067,-40°C to 125°C,20,Low,32,109.80565498467264,212.33325509049908,45.17965303203627,0.0856109352467097,0.28931462192698176,39.563697365913136,150.0537801505381,Electromigration,8.091117894630385,2982,9.148970164188047,No Change,p-value > 0.05
Chip055,7,Thick Layer,1440,Silicon,2.98,80.9905776464747,120.30397396924555,-20°C to 85°C,80,High,35,125.2753939553017,197.42373087003696,51.77108457946491,0.0452936090300677,0.41141491088035564,29.364441700893412,143.74954196482247,Electromigration,8.782175728301862,2082,7.21625300799602,1.5x Reduced,p-value > 0.05
Chip056,5,Thick Layer,1272,Silicon-Germanium,2.61,78.83061002746754,112.22292535064977,-40°C to 125°C,50,Low,21,129.75244898502103,184.43837320442333,59.64661030160163,0.026154759108145006,0.7982242622136605,31.971378384113333,171.92597270355145,Mechanical Failure,6.476377713938122,2904,7.213770183295776,No Change,p-value < 0.05
Chip057,5,Thin Layer,950,Silicon,2.72,87.754083655166,91.01106078960593,-40°C to 125°C,20,Medium,35,116.96356229480955,185.15401611342187,57.68397956263006,0.07783289506454673,0.9471137538091479,45.739587617681174,146.27049823080648,Thermal Failure,5.561545886384343,2098,7.036325425704662,No Change,p-value < 0.05
Chip058,14,Thin Layer,1062,Silicon-Germanium,2.34,77.01830025104158,58.456324497639066,-40°C to 125°C,20,High,22,128.472175888175,191.27935506067524,52.01596892884396,0.08099262836836699,0.16517464493170736,20.270912123886507,170.41669986633153,Mechanical Failure,2.433736185570823,2148,9.86950419489844,2x Reduced,p-value < 0.05
Chip059,5,Thin Layer,943,Silicon,2.0,72.34134032855212,179.708356438258,-40°C to 125°C,50,High,49,144.37302412567516,220.49255496889532,58.07447934350541,0.025637812777681013,0.5808179853788006,37.65237900021816,168.78654443989558,Electromigration,1.5679812977123515,2328,9.21252507837702,1.5x Reduced,p-value > 0.05
Chip060,5,Thick Layer,1145,Silicon,2.21,72.85983364105672,171.93515136951163,-20°C to 85°C,50,Low,27,127.8360792391683,209.82860582681548,59.78369819626718,0.07937686976868909,0.89428013723764,37.96141940300323,165.0751141878767,Mechanical Failure,2.0588412562620277,2155,8.059754225506193,No Change,p-value < 0.05
Chip061,7,Thin Layer,1423,Silicon,3.02,85.23021263434944,199.95765099291958,-20°C to 85°C,50,Medium,34,136.04065481552533,195.9681512761131,54.86705645787248,0.09525680994307043,0.17425768099637917,31.89979329030686,150.43357633862382,Thermal Failure,3.046215700864889,2189,7.889606743862966,No Change,p-value > 0.05
Chip062,14,Thin Layer,1816,Silicon-Germanium,1.53,82.36436126632522,199.4955255610858,-20°C to 85°C,80,Low,42,140.26574836789524,157.59334103696222,41.299728189657884,0.024973982823904513,0.8420626422071504,27.110835713250086,163.87997773211814,Electromigration,4.075070517072287,2493,8.049109689237548,2x Reduced,p-value > 0.05
Chip063,7,Thick Layer,1680,Silicon,1.73,72.0224535224558,133.31475584039413,-40°C to 125°C,80,High,49,149.43643909777214,157.7765344078957,48.03160472850975,0.0793885863278922,0.4220212158354443,27.04022114784653,167.71883799883372,Mechanical Failure,4.428185729598885,2882,9.323960593543546,2x Reduced,p-value < 0.05
Chip064,7,Thin Layer,801,Silicon,1.59,71.68213612229995,165.34811227707658,-20°C to 85°C,20,Low,21,130.159870108849,150.23393906257783,56.75651470566491,0.07377148041423665,0.38988523199740177,46.51129008982258,163.65495107963787,Thermal Failure,4.116895917301032,2262,8.984111833211243,No Change,p-value > 0.05
Chip065,7,Thick Layer,1696,Silicon-Germanium,1.58,84.0193826291824,191.7148594823642,-40°C to 125°C,50,Low,45,140.3425074481293,246.76993882070866,44.61138391610038,0.052621649959157975,0.9797197476833072,33.26073121348573,155.55355622009614,Electromigration,3.1514979897753905,2079,7.555586703602404,1.5x Reduced,p-value > 0.05
Chip066,7,Thick Layer,1053,Silicon,3.21,71.45526012728386,177.44710860161172,-20°C to 85°C,20,Medium,13,148.13246592774374,150.5253818558385,56.61285035501249,0.015212841450291847,0.28077318087606473,29.926680889675158,121.1733645637011,Thermal Failure,5.587518220765284,2399,7.522328006002253,1.5x Reduced,p-value > 0.05
Chip067,7,Thick Layer,1252,Silicon-Germanium,2.91,86.43720118580713,87.10221526147964,-40°C to 125°C,20,Medium,14,147.2204862788637,160.3093746013745,42.40677524069992,0.016722497598206862,0.7238745467404128,33.46332721494209,166.96493661609207,Electromigration,8.427574974096071,2763,7.2951869491401915,2x Reduced,p-value > 0.05
Chip068,7,Thin Layer,1860,Silicon-Germanium,2.45,84.12484454312992,117.58162029651403,-40°C to 125°C,20,High,46,107.05409243888568,181.4596556809411,40.93890714295626,0.0867173193278783,0.8392966552088797,40.08171204378084,133.47555081141758,Mechanical Failure,3.517331846243313,2608,8.980908159104015,2x Reduced,p-value < 0.05
Chip069,7,Thin Layer,1983,Silicon,1.7,71.626975612838,69.37391227272425,-40°C to 125°C,20,Low,17,120.3196154136761,230.7430251816761,47.68181222982499,0.09911335354755824,0.1370651457513445,24.37269704734255,171.40607751577517,Thermal Failure,9.481483171920098,2259,9.293117986665209,No Change,p-value < 0.05
Chip070,14,Thin Layer,1814,Silicon-Germanium,2.48,71.69675428170383,193.10765408880835,-20°C to 85°C,50,Low,37,116.19950305533999,246.20987857641177,40.73463874853227,0.07084470314680791,0.703346912518971,33.48301505641213,180.74754623382927,Electromigration,8.86002995551463,2771,7.795139284975012,2x Reduced,p-value > 0.05
Chip071,5,Thin Layer,808,Silicon,2.45,89.73279157002351,140.926195167632,-20°C to 85°C,20,Low,40,104.34625074751747,229.0013558791856,59.14540525966651,0.050136247630928936,0.9563949769197942,37.63653113331161,160.03562473045932,Thermal Failure,2.4558779021689867,2614,7.062834883092738,No Change,p-value > 0.05
Chip072,7,Thin Layer,1922,Silicon-Germanium,1.85,77.4854159151224,84.2964208255194,-20°C to 85°C,50,High,18,131.66203874554802,219.05602324456407,56.52411391587932,0.06828162790617169,0.21179797005525342,48.457500645543014,163.38909319837907,Thermal Failure,8.07648361081385,2551,7.246515002429282,1.5x Reduced,p-value < 0.05
Chip073,7,Thin Layer,1615,Silicon-Germanium,2.37,77.41284294133781,150.7551026608785,-20°C to 85°C,50,High,38,136.79523065980013,202.13006674135693,56.0153937425975,0.06349562733056908,0.9065991724165344,27.57583346226258,196.1182847732793,Mechanical Failure,6.1712864408599,2784,9.903580104535092,1.5x Reduced,p-value > 0.05
Chip074,7,Thin Layer,1007,Silicon,2.3,86.25599134515005,142.71923606868438,-40°C to 125°C,80,Medium,23,142.40640477334418,158.67052118621837,52.59555845992306,0.04452510343650597,0.6352989736392425,30.777522437487367,187.77338890980593,Thermal Failure,6.099178259542767,2100,7.886334332432261,No Change,p-value < 0.05
Chip075,7,Thick Layer,1954,Silicon-Germanium,2.73,88.94497154767717,103.72440770492608,-20°C to 85°C,50,Medium,49,106.13884448313543,245.81707930039303,44.32648046073107,0.015906353011661167,0.6549441236762266,31.380757697672713,193.1389212761176,Electromigration,4.51938486752357,2358,9.307669443514401,2x Reduced,p-value > 0.05
Chip076,7,Thin Layer,1203,Silicon-Germanium,2.77,89.72002127645742,67.03363882994435,-20°C to 85°C,80,Medium,31,143.8222037937647,225.83924139456815,50.36520733352784,0.0839361652666697,0.6516497573790453,38.166144729346485,185.10130306556692,Electromigration,5.510376992638087,2379,8.873990706562791,1.5x Reduced,p-value > 0.05
Chip077,7,Thick Layer,951,Silicon-Germanium,1.59,85.06756370517883,150.73597933891995,-40°C to 125°C,50,Low,20,132.14627818071267,213.89493853342617,51.94548144860682,0.04346501763148522,0.3689522977035825,30.70196159120005,128.71346734773851,Electromigration,4.574608996862899,2819,8.145818918958687,2x Reduced,p-value < 0.05
Chip078,5,Thin Layer,853,Silicon-Germanium,2.25,77.52519171061832,128.046155135569,-40°C to 125°C,50,Low,32,135.19730675692546,225.90358455388497,50.50063001720537,0.08369070790213844,0.9416816337695137,36.00535775899087,131.91934847761559,Electromigration,5.857593568839485,2220,7.617061786586666,1.5x Reduced,p-value < 0.05
Chip079,5,Thin Layer,1943,Silicon-Germanium,2.75,71.67001433397337,165.8477587603459,-40°C to 125°C,50,Medium,10,145.5312001770152,222.41033292731385,45.204667359030545,0.032725787471954405,0.9526154163679349,43.45370989535088,162.12990378151676,Mechanical Failure,6.651550474953723,2819,7.364159254478219,No Change,p-value < 0.05
Chip080,7,Thin Layer,1427,Silicon,2.51,85.54293831854874,128.024525166799,-20°C to 85°C,80,Low,46,131.23806355216254,213.72315797894868,50.30495848629452,0.010092653186107007,0.662774194192553,41.161567823366106,139.68557270383985,Thermal Failure,7.068734257681435,2419,8.845038904116599,No Change,p-value < 0.05
Chip081,5,Thick Layer,1386,Silicon-Germanium,3.21,81.1680849947161,177.827225047781,-40°C to 125°C,80,Medium,30,116.79329285749175,248.05768001799882,49.82372681737253,0.024304445494908088,0.8050804533474532,33.39105939537757,158.13563800329274,Mechanical Failure,5.792330733034835,2123,9.323901341913365,No Change,p-value > 0.05
Chip082,14,Thick Layer,903,Silicon,2.82,78.48444018493953,132.78602581617284,-40°C to 125°C,20,High,35,141.25536657113298,240.3363812636025,59.926715516134486,0.052168547509172596,0.6510321872930421,45.92648533022506,151.549225905468,Thermal Failure,7.492798605958585,2421,8.931712760623391,1.5x Reduced,p-value < 0.05
Chip083,7,Thick Layer,1053,Silicon-Germanium,1.83,88.12708770189472,134.14069573030793,-40°C to 125°C,80,Medium,45,118.15296060975453,214.66649191171632,57.94872296092407,0.0949873271462047,0.5359586028166365,36.744207487815885,163.95313907443625,Thermal Failure,2.271502443479552,2230,8.590906399747475,2x Reduced,p-value > 0.05
Chip084,14,Thick Layer,1935,Silicon,1.64,72.22394964612303,181.49804039875175,-20°C to 85°C,80,High,32,101.71140554102645,219.31752114569247,49.2676149643124,0.01919742577243471,0.6947381064693257,36.19717518506637,179.7500572908658,Thermal Failure,2.907842418120147,2689,7.125853670294909,2x Reduced,p-value < 0.05
